13:25:30.061 [main] INFO  com.kronos.Kronos - Dubugger created
13:25:30.072 [main] INFO  com.kronos.Kronos - Path Already Exists: /kronos/out Skipping
13:25:30.089 [main] DEBUG com.kronos.Kronos - Loaded Config
13:25:30.089 [main] DEBUG com.kronos.Kronos - Starting OPENGL
13:25:30.137 [main] DEBUG com.kronos.Kronos - GL Version: 3.4.0 Win32 WGL Null EGL OSMesa VisualC DLL 
13:25:30.137 [main] DEBUG com.kronos.Kronos - GL Started
13:25:30.139 [main] INFO  com.kronos.Kronos - Set Current ScreenConfig to {Width=[900], Height=[900], Title=[KronosTesting], ClearColor=[Color [r=1.0, g=1.0, b=1.0, a=1.0]], UpdateTime=[60], Hints=[{131075=1, 131076=0}]}
13:25:30.299 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
13:25:30.300 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
13:25:30.301 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
13:25:30.331 [main] DEBUG com.kronos.Kronos - Shaders Loaded:
13:25:30.334 [main] DEBUG com.kronos.Kronos - Shader: texture, status? 
13:25:30.334 [main] DEBUG com.kronos.Kronos - Shader: pp_tex, status? 
13:25:30.370 [main] DEBUG com.kronos.Kronos - Color Color [r=1.0, g=1.0, b=1.0, a=1.0] 
13:25:30.546 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.607 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.614 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.635 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.643 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.676 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.681 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.699 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.708 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.726 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.742 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.759 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.775 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.794 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.810 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.828 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.843 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.861 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.877 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.894 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.909 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.927 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.943 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.960 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.976 [main] DEBUG com.kronos.Kronos - GL Error: 1282
13:25:30.993 [main] DEBUG com.kronos.Kronos - GL Error: 1282
