15:45:38.277 [main] INFO  com.kronos.Kronos - Dubugger created
15:45:38.288 [main] INFO  com.kronos.Kronos - Path Already Exists: /kronos/out Skipping
15:45:38.305 [main] DEBUG com.kronos.Kronos - Loaded Config
15:45:38.305 [main] DEBUG com.kronos.Kronos - Starting OPENGL
15:45:38.353 [main] DEBUG com.kronos.Kronos - GL Version: 3.4.0 Win32 WGL Null EGL OSMesa VisualC DLL 
15:45:38.353 [main] DEBUG com.kronos.Kronos - GL Started
15:45:38.356 [main] INFO  com.kronos.Kronos - Set Current ScreenConfig to {Width=[900], Height=[900], Title=[KronosTesting], ClearColor=[Color [r=1.0, g=1.0, b=1.0, a=1.0]], UpdateTime=[60], Hints=[{131075=1, 131076=0}]}
15:45:38.523 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
15:45:38.524 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
15:45:38.525 [main] INFO  com.kronos.Kronos - Frame Buffer Status Status: 36053 
15:45:38.557 [main] DEBUG com.kronos.Kronos - Shaders Loaded:
15:45:38.559 [main] DEBUG com.kronos.Kronos - Shader: texture, status? 
15:45:38.559 [main] DEBUG com.kronos.Kronos - Shader: pp_tex, status? 
15:45:38.652 [main] DEBUG com.kronos.Kronos - Color Color [r=1.0, g=1.0, b=1.0, a=1.0] 
15:45:38.698 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.732 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.737 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.754 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.758 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.775 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.791 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.809 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.823 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.842 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.857 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.875 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.889 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.908 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.923 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.940 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.956 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.972 [main] DEBUG com.kronos.Kronos - GL Error: 1282
15:45:38.989 [main] DEBUG com.kronos.Kronos - GL Error: 1282
